track_id,track_name,artist,album_name,release_year,popularity,genre,subgenre,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,loudness,duration_ms
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,Rolling Papers,2011,74,pop,electropop,0.684,0.834,0.538,0.0646,0,0.271,0.0675,164.02,-4.524,217667
6M6Tk58pQvABy6ru66dY3d,No Money,Galantis,The Aviary,2017,70,pop,electropop,0.674,0.915,0.78,0.0282,0.00337,0.273,0.0411,126.038,-3.999,191293
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,24K Magic,2016,78,pop,electropop,0.818,0.803,0.632,0.034,0,0.153,0.0797,106.97,-4.282,225983
7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,2015,76,pop,electropop,0.782,0.685,0.603,0.166,1.18e-5,0.16,0.0309,118.016,-6.237,180566
3aYBjxTMvrEOP0A0UXg9ER,Final Masquerade,Linkin Park,The Hunting Party,2014,63,pop,electropop,0.466,0.852,0.428,0.00774,2.6e-6,0.0989,0.0585,164.032,-4.487,217613
6ZdUGXn6KUWYCMZNA8NhYJ,Are You with Me,Lost Frequencies,Less Is More,2016,55,pop,electropop,0.776,0.574,0.412,0.466,7.83e-5,0.131,0.0317,121.03,-9.882,138843
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am,#willpower,2013,73,pop,electropop,0.772,0.685,0.501,0.019,8.96e-5,0.131,0.0696,130.033,-6.849,283400
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,LIVING THINGS,2012,73,pop,electropop,0.585,0.972,0.585,0.0143,0,0.0707,0.0534,110.006,-4.45,230253
4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,Future History (Deluxe Edition),2011,71,pop,electropop,0.668,0.718,0.345,0.0165,0,0.104,0.0605,91.993,-4.736,192200
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,"thank u, next",2019,87,pop,electropop,0.717,0.653,0.412,0.229,0,0.101,0.0658,106.966,-5.634,207320
0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,Jennifer Lopez,On The Floor,2011,74,pop,electropop,0.758,0.686,0.444,0.0848,0.00127,0.142,0.0792,130.007,-6.346,230907
1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,Linkin Park,LIVING THINGS,2012,71,pop,electropop,0.615,0.911,0.685,0.0686,0.00188,0.0908,0.0278,108,-3.584,205400
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,DAMN.,2017,84,pop,electropop,0.908,0.621,0.421,2.82e-4,5.39e-5,0.0958,0.102,150.011,-6.638,177000
6jizk5lOUnfpaZXYMdfeC6,Trumpets,Jason Derulo,Tattoos,2013,68,pop,electropop,0.627,0.703,0.64,0.563,0,0.0962,0.236,81.897,-4.884,217307
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,2014 Forest Hills Drive,2014,82,pop,electropop,0.696,0.521,0.458,0.302,0,0.0565,0.332,100,-8.465,292987
3FSPaBp49Clqq2p4zc9dbA,Photograph,Ed Sheeran,x (Wembley Edition),2013,52,pop,electropop,0.614,0.379,0.201,0.607,4.64e-4,0.0986,0.0476,107.989,-10.48,258987
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Back from the Edge,2016,85,pop,electropop,0.358,0.557,0.494,0.695,0,0.0902,0.059,85.043,-7.398,211467
5TbzAWWc5eJaANpA9kfGCd,Love Me Again,John Newman,Tribute,2013,72,pop,electropop,0.495,0.894,0.213,0.00453,5.96e-4,0.103,0.0441,126.03,-4.814,239894
4e6ZN0EcEqYx74BTC5xQzy,The Man,Aloe Blacc,Lift Your Spirit,2013,60,pop,electropop,0.533,0.755,0.472,0.0332,0,0.233,0.0419,86.034,-7.25,255907
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,Sweetener,2018,83,pop,electropop,0.699,0.713,0.354,0.04,3.11e-6,0.294,0.0594,121.993,-5.507,205920
5m5TRf7ggoguXtcXQGprN4,Written in the Stars (feat. Eric Turner),Tinie Tempah,Written In The Stars (feat. Eric Turner) [Non-UK Clean Radio Version],2010,57,pop,electropop,0.656,0.931,0.534,0.0613,0,0.219,0.0981,91.881,-4.188,207653
49aLCvvEKM5EA8IYwDmtaE,Intoxicated - Radio Edit,Martin Solveig,Intoxicated (Radio Edit),2015,57,pop,electropop,0.792,0.688,0.502,0.00435,0.00477,0.0972,0.0386,124.987,-4.008,159560
5iNRPN7oYQvdB9AmeSW6d3,Trap Queen,Fetty Wap,Fetty Wap (Deluxe),2015,68,pop,electropop,0.746,0.873,0.817,0.0244,0,0.354,0.128,148.075,-3.803,222093
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,Stoney (Deluxe),2016,84,pop,electropop,0.63,0.804,0.492,0.215,0,0.253,0.0363,123.146,-4.183,220293
5YEOzOojehCqxGQCcQiyR4,Panda,Desiigner,New English,2016,74,pop,electropop,0.576,0.766,0.236,0.028,1.68e-6,0.366,0.449,144.833,-4.943,246761
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,SremmLife 2 (Deluxe),2016,76,pop,electropop,0.794,0.632,0.355,0.142,0,0.128,0.0649,145.926,-6.163,291893
6nmz4imkDcmtwMjocAzFSx,Hotline Bling,Drake,Hotline Bling,2015,9,pop,electropop,0.896,0.623,0.585,0.00257,2.58e-4,0.039,0.0571,134.962,-8.008,267024
4sQMalN597HdggTu196aL0,Say It (feat. Tove Lo),Flume,Skin,2016,6,pop,electropop,0.598,0.532,0.261,0.0668,3.22e-6,0.0617,0.0295,74.963,-6.833,262521
3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),David Guetta,Nothing but the Beat (Ultimate Edition),2012,67,pop,electropop,0.608,0.614,0.402,0.227,4.06e-6,0.157,0.0285,127.884,-3.727,208133
2i5gkqfLxlCM902kgZVb6v,Pass Out,Tinie Tempah,Disc-Overy,2010,53,pop,electropop,0.693,0.891,0.532,0.0281,0,0.143,0.296,91.1,-3.261,268053
5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,Make You Mine,2019,79,pop,indie poptimism,0.606,0.799,0.638,0.0128,0,0.15,0.0261,103.014,-4.452,232907
3GzZfni9NCD54x1prgpIYl,Daphne Blue,The Band CAMINO,Daphne Blue / See Through,2019,13,pop,indie poptimism,0.567,0.925,0.704,0.00239,0.0054,0.348,0.0906,118.006,-2.775,182840
3lPj2nA1lIrWIpbnhNG57v,these are my friends,lovelytheband,finding it hard to smile,2018,59,pop,indie poptimism,0.617,0.732,0.723,0.0278,0,0.125,0.0278,84.977,-6.737,208947
4hnjS0dbHpJwBlCkEAKVyX,Cemetery,COIN,Cemetery,2018,60,pop,indie poptimism,0.655,0.856,0.941,0.148,3.67e-6,0.126,0.0315,126.984,-4.615,177147
368q7QWp27Qbvh7wWFIyA2,Once In A Lifetime,Lost Stars,Once In A Lifetime,2019,24,pop,indie poptimism,0.758,0.805,0.587,0.0343,1.37e-5,0.0458,0.113,107.935,-4.725,178377
2i1CnSeLjppv41BTuc7qhY,Frail State Of Mind,The 1975,Frail State Of Mind,2019,69,pop,indie poptimism,0.566,0.676,0.0492,0.0147,0.00672,0.0733,0.0383,127.973,-6.498,234812
3lWHWGrRrVrEoYwolWZ38x,"Replace It, Forget It",THE WLDLFE,"Replace It, Forget It",2019,35,pop,indie poptimism,0.554,0.768,0.753,0.00794,0.0145,0.356,0.0387,150.062,-6.042,206223
7yCyhsU75MYdbeqRLhLY51,smiling when i die,Sasha Sloan,smiling when i die,2019,68,pop,indie poptimism,0.753,0.41,0.231,0.816,0.00217,0.104,0.132,93.001,-10.636,206437
7n1940b6kHcaEewFSZXnXa,Better Not (with Wafia),Louis The Child,Kids At Play- EP,2018,73,pop,indie poptimism,0.783,0.537,0.393,0.278,0,0.229,0.0795,113.988,-2.921,222866
3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,~how i'm feeling~,2019,85,pop,indie poptimism,0.746,0.45,0.336,0.0407,0,0.172,0.0872,95.998,-8.543,232853
65Bynqyt59f3fojjs1Uo41,Stay With Me,ayokay,In the Shape of a Dream,2018,68,pop,indie poptimism,0.695,0.695,0.468,0.489,1.9e-4,0.131,0.0706,100.021,-6.612,189787
46QBu7dvDRKji86LUB2Vaa,Low Tide,XY&O,Low Tide,2015,38,pop,indie poptimism,0.559,0.799,0.367,3.97e-4,0.00958,0.0609,0.0455,116.975,-5.807,202532
33DzKnwuBE6lfOiADwzd5E,TOOTIMETOOTIMETOOTIME,The 1975,A Brief Inquiry Into Online Relationships,2018,70,pop,indie poptimism,0.667,0.824,0.518,0.177,0.0152,0.0933,0.0665,114.998,-5.867,207851
3RbmtLzTMJsbJaXG9wCgwq,Chimera,Cheerleader,Chimera,2019,29,pop,indie poptimism,0.46,0.966,0.299,0.00386,2.54e-6,0.451,0.0476,119.987,-3.292,251338
3QC1Hyu88irMXcyQntNMMV,Feel It,Romance and Rebellion,Feel It,2019,33,pop,indie poptimism,0.562,0.717,0.274,0.0322,8.98e-5,0.103,0.0289,136.949,-8.215,232414
75ylrnob5O80WTKi9ugZ1Z,Problems,A R I Z O N A,ASYLUM,2019,72,pop,indie poptimism,0.72,0.658,0.134,0.0329,0.0302,0.123,0.0446,98.001,-7.414,171898
2k7GyFSbErjCvk1QlTChxL,tokyo,joan,tokyo,2017,51,pop,indie poptimism,0.631,0.786,0.761,0.00716,0,0.12,0.0353,102.027,-5.267,226335
5dewQ7ojISR32NAYNHFYWC,HEAVEN AND BACK,Chase Atlantic,PHASES,2019,57,pop,indie poptimism,0.309,0.793,0.532,0.0902,0.092,0.0888,0.0774,193.714,-6.195,248240
5LauJCok8UqqmVaYUl2hqn,Now's The Time,Moon Taxi,Now's The Time / This World,2019,42,pop,indie poptimism,0.659,0.9,0.568,0.0251,1.67e-5,0.129,0.0598,90.011,-4.399,198678
0jE4MNnQmOb7cCFssMYA6H,Hold on for Dear Life,Night Cap,Hold on for Dear Life,2019,34,pop,indie poptimism,0.358,0.644,0.205,0.0346,0,0.0845,0.0397,104.817,-4.576,224390
59qrf6BXeN74HUw5YvF9cX,Close,Cuva,Close,2019,30,pop,indie poptimism,0.414,0.581,0.172,0.0687,0.00315,0.0947,0.0277,104.949,-8.051,265067
3NNIgD6HMJ0tqwiSCdH2br,WYAF,Pacific,WYAF,2019,38,pop,indie poptimism,0.545,0.811,0.387,0.00303,8.1e-5,0.0886,0.027,150.035,-6.412,278463
2csDp6iJqt8VypzWSFrwwT,Marzipan (If You Love Him),No Coast,Marzipan (If You Love Him),2019,16,pop,indie poptimism,0.499,0.856,0.398,0.0272,3.47e-6,0.397,0.045,108.952,-6.352,181853
4yT3UMHdi1p0xkmLuwOu6f,Haunted,The Band CAMINO,tryhard,2019,55,pop,indie poptimism,0.464,0.921,0.461,0.00654,0,0.127,0.0677,144.127,-3.539,263285
0Ip7uA5GfQtdToetBhcvuC,Never Getting Over You,Lost Stars,Never Getting Over You,2019,34,pop,indie poptimism,0.608,0.678,0.476,0.283,0,0.12,0.0783,86.936,-7.655,188001
3YDeFx4VPESam1upfiJmVW,Be Okay,Jordan Fisher,Be Okay,2019,50,pop,indie poptimism,0.626,0.598,0.472,0.056,0,0.164,0.0622,75.943,-7.15,188341
1E8A6Ceb92WBAe6mUxCBDO,Easy,Brad Blackburn,Easy,2019,33,pop,indie poptimism,0.827,0.515,0.753,0.22,6.13e-5,0.274,0.0421,112.011,-8.756,151369
4JV1uisNtkANI5qsIv0k7n,Workin' On It,Meghan Trainor,Workin' On It,2019,64,pop,indie poptimism,0.631,0.466,0.321,0.482,0,0.213,0.0463,135.817,-7.916,181291
38OQksFGBI3vGeSMrG5qMo,Paper Skin,Moonfall,Paper Skin,2019,31,pop,indie poptimism,0.657,0.811,0.63,0.0665,1.41e-6,0.312,0.0465,119.995,-5.437,187625
6OPOa3qlKoDUzGpS8MrcLi,This Must Be My Dream,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016,54,pop,indie poptimism,0.592,0.84,0.679,0.0193,1.91e-4,0.327,0.0364,103.026,-4.697,252480
20XjdVfh6kFATmgm7T0C5r,Fade Out,Seeb,Fade Out,2019,68,pop,indie poptimism,0.706,0.68,0.728,0.118,0,0.0443,0.0424,105.977,-4.65,196667
2btKtacOXuMtC9WjcNRvAA,ILYSB,LANY,LANY,2017,69,pop,indie poptimism,0.636,0.623,0.389,0.468,0.00453,0.351,0.0603,100.026,-7.016,211150
1DJVPxNc4PmCC8EB9oZYfB,See Through,The Band CAMINO,Daphne Blue / See Through,2019,14,pop,indie poptimism,0.577,0.811,0.666,0.0394,0,0.11,0.075,92.002,-5.123,181421
4py6PECWsrYuAAUk84XmVI,Erase Yourself,Cuva,Erase Yourself,2018,2,pop,indie poptimism,0.413,0.569,0.0504,0.296,0.0107,0.0911,0.0313,154.815,-8.921,227040
1SDLrgSkAw2LcdXfWArPgs,Crash My Car,COIN,Crash My Car,2019,10,pop,indie poptimism,0.244,0.645,0.529,0.00178,0.00574,0.301,0.0456,183.577,-5.863,188307
4X2caEGywKxXKGImqNkBmt,If You're Gonna Lie,FLETCHER,If You're Gonna Lie,2019,16,pop,indie poptimism,0.671,0.763,0.469,0.607,2.16e-5,0.495,0.305,149.87,-5.877,203113
6iCJCZqDJjmBxt07Oid6FI,Buttercup,Hippo Campus,Landmark,2017,67,pop,indie poptimism,0.623,0.763,0.199,0.199,6.52e-6,0.126,0.0719,108.871,-4.412,226610
2Qizs1bDIl7uhOyPductaz,The Dance,Night Cap,The Dance,2019,30,pop,indie poptimism,0.621,0.769,0.566,0.109,0,0.133,0.0353,130.05,-3.91,229569
6y3vemZ4p8iZQoZ0VRzdws,Waiting for You,The Aces,When My Heart Felt Volcanic,2018,57,pop,indie poptimism,0.642,0.453,0.496,0.329,0,0.0721,0.0466,82.046,-8.333,257015
5vtyFzfLkCSJvXEZFjQAa1,Your Shirt,Chelsea Cutler,Your Shirt,2017,44,pop,indie poptimism,0.426,0.476,0.169,0.185,0,0.327,0.0741,179.793,-6.64,232759
2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),MAX,Love Me Less (feat. Quinn XCII),2019,78,pop,indie poptimism,0.732,0.856,0.771,0.0828,0,0.323,0.0929,145.034,-2.2,177670
7LnlYD9vq4c9SOrgWOSuDh,Running Blind,Theo Kandel,Running Blind,2019,37,pop,indie poptimism,0.724,0.497,0.576,0.0544,0,0.212,0.104,154.859,-6.397,224613
4ICSZfaKo9t9JRClVZwEpG,Waterfalls,THE WLDLFE,New,2016,48,pop,indie poptimism,0.67,0.558,0.437,0.0572,0.0196,0.106,0.0266,106.081,-7.615,269119
2J4T0IOIZjQhLzosKPR2PN,Gimme,BANKS,III,2019,60,pop,indie poptimism,0.762,0.619,0.596,0.501,2.19e-5,0.248,0.102,120.022,-5.227,219493
57nNNkgk768QVXq3uHxu5e,Ways to Go,Grouplove,Spreading Rumours,2013,63,pop,indie poptimism,0.577,0.827,0.179,0.00338,6.47e-4,0.26,0.0365,101.031,-7.54,215520
0s5ibKUNbISHnrBrx1o2nF,Too Far Gone,Lost Kings,Too Far Gone,2019,57,pop,indie poptimism,0.619,0.833,0.527,0.0122,0,0.24,0.0366,93.01,-4.941,196953
5SiPF66MWD55UCrvVKWufG,OPTIMISTIC,X Ambassadors,OPTIMISTIC,2019,46,pop,indie poptimism,0.346,0.928,0.416,0.00244,0,0.685,0.0851,163.949,-5.074,165593
6fYjH3nS3NRxBRmIXsbDtX,There's Still A Light In The House,Valley,MAYBE - Side A,2018,16,pop,indie poptimism,0.62,0.655,0.335,0.024,4.19e-5,0.301,0.0455,109.987,-8.525,203107
7cLm450e9XaPrEZTSTsfwU,it's not u it's me,Bea Miller,it's not u it's me,2019,71,pop,indie poptimism,0.776,0.568,0.749,0.0204,1.69e-5,0.078,0.125,150.901,-6.419,194526
7aFfriQJAyHK6eC09YMQBK,Get Out,CHVRCHES,Love Is Dead,2018,55,pop,indie poptimism,0.487,0.82,0.211,0.00109,0.0428,0.224,0.0309,162.034,-5.427,231360
4P1EGoXLWQ1YF6Nsmr1pfy,You And I,LÉON,LÉON,2019,66,pop,indie poptimism,0.554,0.786,0.358,0.0024,0,0.148,0.0491,120.057,-4.288,224064
2AwCsgb9YMkjfe471IOEvf,Middle of Somewhere,The Neighbourhood,Middle of Somewhere,2019,63,pop,indie poptimism,0.507,0.447,0.341,0.725,0,0.21,0.0245,92.047,-6.723,173960
69WAiCaEdxACKzB4B7Bv27,Number One Fan,MUNA,Saves The World,2019,56,pop,indie poptimism,0.746,0.56,0.511,0.00656,7.17e-4,0.361,0.0354,124.013,-4.898,205880
1GZH9Sv6zCIse2GKihRHKy,Summer Girl,HAIM,Summer Girl,2019,60,pop,indie poptimism,0.512,0.544,0.616,0.356,0.0159,0.169,0.226,99.927,-7.953,205027
0l0pHBglf8cL6JI62RpWnT,You Don't Love Me Now,The Made and The Born,You Don't Love Me Now,2019,16,pop,indie poptimism,0.658,0.588,0.533,0.00832,0.0013,0.206,0.0376,109.994,-13.721,215556
41LS3EcBdatoKJzmW7orjL,No Turning Back,Lost Stars,Sirens + Light,2019,17,pop,indie poptimism,0.88,0.688,0.81,0.0986,9.31e-6,0.0477,0.067,104.027,-5.067,206184
5pd5gGxcHxErpWzbYxNi15,Hold The Line - Acoustic,A R I Z O N A,Hold The Line (Acoustic),2019,53,pop,indie poptimism,0.648,0.311,0.327,0.913,6.89e-5,0.112,0.0358,90.946,-10.847,195561
7nGVsZvWnSvQJGkuxTnOrS,Move On,ayokay,we come alive. (1-3),2019,38,pop,indie poptimism,0.712,0.677,0.514,0.252,0,0.185,0.0274,110.001,-5.911,224482
7aeZoYnAebnnmNJLnxE7IG,Heavy,Romance and Rebellion,Heavy,2019,25,pop,indie poptimism,0.558,0.835,0.699,9.11e-4,8.74e-6,0.244,0.0417,154.122,-5.888,199008
4djIFfof5TpbSGRZUpsTXq,Talk Too Much,COIN,How Will You Know If You Never Try,2017,68,pop,indie poptimism,0.598,0.888,0.482,0.00947,0,0.347,0.0807,103.966,-5.119,187133
7iv32XEy2HlM7PqQO4lp5f,All Love,FLETCHER,you ruined new york city for me,2019,71,pop,indie poptimism,0.678,0.487,0.48,0.272,2.61e-4,0.181,0.0866,141.983,-7.177,193600
2RZG69vGcBkMGZQf7JiO3v,You Are Losing Me,Chelsea Cutler,You Are Losing Me,2019,62,pop,indie poptimism,0.577,0.43,0.346,0.224,2.53e-5,0.135,0.0714,99.982,-9.764,207333
3SsSCdNTc2gnZ7aqrCVdnI,Beautiful Girl - Radio Edit,Junge Junge,Beautiful Girl,2015,5,pop,indie poptimism,0.92,0.495,0.622,0.389,0.151,0.0907,0.0963,120.048,-9.964,200627
3wyJ90In0gjiWYgXniY4Op,Heroes (we could be) - Branchez Remix,Alesso,Heroes (we could be) [The Remixes],2014,48,pop,indie poptimism,0.662,0.487,0.33,0.474,1.14e-4,0.0929,0.0325,122.057,-9.028,204907
0wGFNHfPbknx9LAt8Nj8FE,I Bet My Life - Alex Adair Remix,Imagine Dragons,I Bet My Life (Remixes),2015,2,pop,indie poptimism,0.591,0.519,0.588,0.0637,2.38e-4,0.154,0.279,117.159,-9.077,190280
3NFuE3uDOr6QUw9UZ9HzKo,Sugar (feat. Francesco Yates),Robin Schulz,Sugar (feat. Francesco Yates),2015,59,pop,indie poptimism,0.636,0.815,0.636,0.0185,0,0.163,0.0581,123.063,-5.098,219043
0fXTcou0FQxSGksz3phLfT,It's Strange (feat. K.Flay),Louis The Child,It's Strange (feat. K.Flay),2015,2,pop,indie poptimism,0.837,0.492,0.417,0.371,0.0401,0.102,0.354,85.951,-7.792,245581
14CsUVcoKztExH6aSgfrfb,Is This Love - Montmartre Remix,Bob Marley & The Wailers,Is This Love (Montmartre Remix),2014,11,pop,indie poptimism,0.621,0.616,0.512,0.0765,0,0.131,0.15,122.93,-7.211,269404
2kpziA4mHuM7Na6La4upg1,Coming Over - filous Remix,James Hersey,Coming Over (filous Remix),2015,16,pop,indie poptimism,0.791,0.494,0.317,0.478,0.00475,0.0996,0.0456,109.998,-11.077,198545
3iQHc5Mk6yN1ntBjJYD89H,Shots - Broiler Remix,Imagine Dragons,Shots (Broiler Remix),2015,7,pop,indie poptimism,0.723,0.794,0.589,0.413,0.113,0.0928,0.0365,120.007,-7.136,191573
2eFxaSHpZcJiwKlUpHqtLp,Wild Eyes,Broiler,Wild Eyes,2014,6,pop,indie poptimism,0.628,0.747,0.138,0.319,6.28e-4,0.0979,0.0683,126.01,-6.448,204573
6kSoZBTDLlyukdWgLM0TUZ,Say My Name (feat. Zyra) - Jai Wolf Remix,ODESZA,Say My Name Remixes,2014,43,pop,indie poptimism,0.799,0.688,0.107,0.00304,0.198,0.149,0.0335,115.009,-4.485,293217
6AOHd0PzHGNo0tBh2olFx1,It's You - Broiler Remix,Syn Cole,It's You (Broiler Remix),2015,2,pop,indie poptimism,0.622,0.753,0.457,0.186,1.16e-6,0.0873,0.0375,127.984,-6.609,196911
2mtmVxxieIIJdMqDvy5aq3,I Can`t Say No! - Broiler Remix,Lea Rue,I Can`t Say No! (Broiler Remix),2015,40,pop,indie poptimism,0.726,0.588,0.222,0.133,0.00116,0.108,0.0543,128.011,-9.185,204375
6KBCPmeUIbUgXJr3GOcYU1,Time - Yelhigh Remix,Yelhigh,Time Remixes,2014,1,pop,indie poptimism,0.564,0.842,0.205,1.76e-4,0.0308,0.344,0.0445,145.99,-4.65,271241
7qVbgfYUPrcPcJtqZoRis3,High Hopes - filous Remix,Kodaline,Honest (Remixes),2015,51,pop,indie poptimism,0.693,0.654,0.153,0.315,0.00862,0.0829,0.042,120.016,-8.531,282427
3cwProa7pzzqTGYPYp5Efc,Another Love - Dimitri Vangelis & Wyman Remix,Tom Odell,Another Love (Dimitri Vangelis & Wyman Remix),2014,45,pop,indie poptimism,0.563,0.863,0.336,0.0724,2.78e-5,0.373,0.0666,127.968,-3.958,204413
00YeYHw6zhoy1y7EPTgIkj,Shine - Kygo Remix,Benjamin Francis Leftwich,Shine (Kygo Remix),2014,48,pop,indie poptimism,0.703,0.599,0.312,0.402,5.72e-4,0.243,0.138,112.017,-8.687,280640
6W4GTXLYX8HkmZGmVkfrSC,Ohio - filous Remix,Damien Jurado,Ohio (filous Remix),2014,56,pop,indie poptimism,0.599,0.699,0.296,0.58,0.276,0.108,0.1,120.927,-7.588,245960
0SWgjMbFFzariuvxAxbybu,Give Me Sunshine - Jerome Dub,Santa Maradona F.C.,Give Me Sunshine,2014,8,pop,indie poptimism,0.867,0.677,0.541,0.0507,0.143,0.562,0.0451,119.001,-6.978,246085
5kZRoc6Gz7u5eu4a0YM2LS,Reality - Radio Edit,Lost Frequencies,Reality,2015,51,pop,indie poptimism,0.731,0.639,0.527,0.0206,1.29e-5,0.0789,0.0359,122.08,-6.597,158474
6YuFrGKapNrKSDVnBmcBj3,Journey Feat. Emma Carn - Radio Mix,BUNT.,Journey,2014,30,pop,indie poptimism,0.503,0.438,0.409,0.318,0.111,0.0913,0.0485,123.824,-17.995,236129
6mp9IeMdujzozbEJdeQ4DW,Come Back To Me - filous Remix,Urban Cone,Come Back To Me (Remixes),2015,2,pop,indie poptimism,0.484,0.714,0.366,0.496,0.0168,0.128,0.0622,95.064,-6.809,171789
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,Sunset Lover,2015,77,pop,indie poptimism,0.783,0.467,0.236,0.729,0.809,0.109,0.0503,90.838,-9.474,237793
6qbaRdGTS1lEV0PKgolUoS,Hard Time - Kretsen Remix,Seinabo Sey,Hard Time / Pistols At Dawn,2015,3,pop,indie poptimism,0.455,0.86,0.38,0.104,4.27e-6,0.32,0.0556,96.046,-6.112,252000
0KOMzOpAeg3CNrs7UceEpO,Hurricane - Arty Remix,Halsey,Room 93: The Remixes,2015,3,pop,indie poptimism,0.43,0.853,0.446,0.0279,3.29e-6,0.376,0.0692,127.956,-4.107,224520
0yxWY5cPaPUpeAoqSIoWfq,Tropic Love,Diviners,Tropic Love,2015,53,pop,indie poptimism,0.746,0.809,0.493,0.236,2.59e-5,0.235,0.0329,104.989,-6.429,299440
5EEb0Vm8xUKjpwH2jlftOl,Divinity - filous Remix,Porter Robinson,Divinity (filous Remix),2014,41,pop,indie poptimism,0.529,0.721,0.499,0.00859,0.526,0.0594,0.0465,99.977,-9.994,247200
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,Tez Cadey,Seve (Radio Edit),2015,69,pop,indie poptimism,0.74,0.831,0.448,0.444,0.00304,0.0769,0.0456,121.034,-7.321,210853
04JbHAAn3uqbfnx6ptFyaK,No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,Prayer,2014,47,pop,indie poptimism,0.65,0.903,0.545,2.59e-4,0.156,0.905,0.0381,119.998,-5.045,201040
0SzWYIT1tVV27FjUkruzLD,All That - The Knocks Remix,Carly Rae Jepsen,All That (The Knocks Remix),2015,0,pop,indie poptimism,0.747,0.785,0.777,0.01,0.187,0.0669,0.0634,121.007,-5.15,310253
0i3utbege8Iy3q7Hy86QCF,Klanga - De Hofnar Remix,Gostan,Klanga,2014,5,pop,indie poptimism,0.719,0.527,0.58,0.0312,0.716,0.105,0.0408,123.955,-9.077,264293
37sijFfgFJRxDBrCqyD6It,Waiting Here - filous Remix,Jake Isaac,Waiting Here (Remixes),2015,36,pop,indie poptimism,0.679,0.556,0.181,0.106,9.05e-4,0.0952,0.0291,125.002,-9.187,259200
0OfZ9imMwFU03zc2wl8pBt,How Hard I Try (feat. James Hersey),filous,Dawn EP,2015,53,pop,indie poptimism,0.743,0.564,0.505,0.299,6.93e-4,0.109,0.045,120.012,-8.761,198000
76pb7byVgncOfaeFzHqs5M,Call You Home - Faul & Wad Ad Remix,Kelvin Jones,Call You Home (Remixes),2015,51,pop,indie poptimism,0.805,0.499,0.509,0.839,0.113,0.0685,0.0382,102.996,-10.678,271267
6EIETcclomf0Kq1QzteiqM,Solid Ground - Deepend Remix,Alex Vargas,Solid Ground (Deepend Remix),2015,27,pop,indie poptimism,0.529,0.718,0.267,0.137,1.66e-4,0.167,0.036,123.002,-4.33,210823
2sHY6sT0EomTon1pVVLwjF,2AM - Matoma Remix,Astrid S,2AM (Remixes),2015,3,pop,indie poptimism,0.706,0.748,0.206,0.0383,0.311,0.0994,0.0421,100.004,-4.457,235200
4wTMUy64bGyYPDx46tJuBB,Skyline,K-391,Skyline & Backyard Happiness,2015,0,pop,indie poptimism,0.567,0.493,0.589,0.659,0.445,0.108,0.036,169.99,-18.127,231562
4dJBrqwQdAoy0vQERFwFRk,Paris - Lost Frequencies Radio Edit,Antoine Malye,"Armada Sunset, Vol. 2 (Unmixed)",2014,1,pop,indie poptimism,0.735,0.59,0.129,0.315,0.252,0.0804,0.0541,100.036,-9.238,234826
2XM9PGYRKLL0kgJK7WLR7S,Bones - LEEX Remix,Kafka Tamura,Bones,2015,1,pop,indie poptimism,0.846,0.254,0.467,0.122,1.42e-5,0.111,0.0575,119.971,-21.492,183800
2APqQANaVkJ7erarpujjHh,Miracle in the Middle of My Heart - Radio Edit,Clément Bcx,Miracle in the Middle of My Heart,2015,25,pop,indie poptimism,0.757,0.627,0.212,0.42,8.68e-4,0.117,0.0284,115.017,-6.441,174261
30DvrKbciJunUOfIlg0FQy,Heart (Samuraii Remix),Stonefox,Heart (Samuraii Remix) - Single,2014,0,pop,indie poptimism,0.713,0.664,0.423,0.689,0.00963,0.316,0.0525,103.998,-8.815,343846
